track_id;audio_md5;end_of_fade_in;start_of_fade_out;analysis_sample_rate;duration;loudness;tempo;key;key_confidence;mode;mode_confidence;time_signature;time_signature_confidence;danceability;energy;artist_id;artist_name;artist_location;artist_familiarity;artist_hotttnesss;genre;release;song_id;title;song_hotttnesss;year
TRAAAVO128F93133D4;028c11fd932f96f85cd550ae50a1b188;2.125;207.012;22050;218.77506;-10.021;146.765;5;0.354;0;0.485;1;0;0;0;ARGSJW91187B9B1D6B;JennyAnyKind;North Carolina;0.360031166464351;0.296268954311463;;I Need You;SOQHXMF12AB0182363;Young Boy Blues;0;0
TRAABCL128F4286650;f853c665c52f2ea69211840de3ba07e1;0.357;227.48;22050;245.21098;-7.545;117.975;7;0.07;1;0.686;4;0.835;0;0;ARC43071187B990240;Wayne Watson;Wisner, LA;0.545159295600863;0.351555861185639;;The Way Home;SOKEJEJ12A8C13E0D0;The Urgency (LP Version);0.26586104921065;0
TRAABDL12903CAABBA;8f298a84c01d4892d820ff54104b7df8;0;221.553;22050;226.35057;-6.632;130.04;9;0.205;1;0.305;4;0;0;0;ARL7K851187B99ACD2;Andy Andy;;0.577508974325298;0.379482170280467;;Placer & Castigo;SOMUYGI12AB0188633;La Culpa;0;0
TRAABJL12903CDCF1A;1d67443d1dcad563e814414dd684b48e;0.38;188.424;22050;191.84281;-7.75;137.334;10;0;0;0.198;1;0.319;0;0;ARHHO3O1187B989413;Bob Azzam;;0.0855120471085788;0.251936524762423;;Arrivederci;SORAMLE12AB017C8B0;Auguri Cha Cha;0;0
TRAABJV128F1460C49;e21ebf6e182f2164b43c4f68e27e6f6a;0.612;296.658;22050;307.3824;-8.346;125.197;3;0.524;1;0.533;3;0.211;0;0;ARIK43K1187B9AE54C;Lionel Richie;Beverly Hills, CA;0.776675855684554;0.553071991461975;;Dancing On The Ceiling;SOBONFF12A6D4F84D8;Tonight Will Be Alright;NA;1986
TRAABLR128F423B7E3;b2561c848c67cc8446b1433c6939addd;0;486.034;22050;491.12771;-8.576;119.826;7;1;1;0.829;4;0.756;0;0;ARD842G1187B997376;Blue Rodeo;Toronto, Ontario, Canada;0.63642364495007;0.447935480479502;;Outskirts;SOHUOAP12A8AE488E9;Floating;0.405115721691386;1987
TRAABNV128F425CEE1;0b9438d5b97d76022744eece3862605e;0.223;217.426;22050;228.5971;-16.11;127.756;8;0.041;1;0.516;5;0.579;0;0;ARIG6O41187B988BDD;Richard Souther;United States;0.419943148434939;0.330806356855857;;Cross Currents;SOUQQEA12A8C134B1B;High Tide;0.334706549069221;0
TRAABRB128F9306DD5;f24a29ab18aaa7c0dcd3527af0aff68f;1.193;591.999;22050;599.24853;-8.032;99.273;6;0.06;1;0.346;4;0.158;0;0;AR1ZHYZ1187FB3C717;Faiz Ali Faiz;;0.363280571109989;0.306676093479029;;Panjtan Ka Ghulam;SOILPQQ12AB017E82A;Sohna Nee Sohna Data;NA;0
TRAABVM128F92CA9DC;3e57f1f9670a3aa3bd8901e6eee32149;0.145;285.605;22050;290.29832;-5.271;150.062;7;0.725;1;0.756;4;0.931;0;0;ARYKCQI1187FB3B18F;Tesla;;0.707199763837936;0.513463289702156;;Gold;SOXLBJT12A8C140925;Caught In A Dream;0.68413619122949;2004
TRAABXG128F9318EBD;3bb031ff1cff6593efa7c768cfa90d22;0.162;157.391;22050;165.69424;-6.787;138.331;7;0.011;1;0.568;4;0.127;0;0;ARNPAGP1241B9C7FD4;lextrical;;0.320314370170672;0;;Whatever Happened To Boredom?;SOZVMJI12AB01808AF;Synthetic Dream;0;0
TRAABYN12903CFD305;3ed412aed58a32b2b8354d02a48c88c3;2.827;146.199;22050;151.84934;-15.221;86.186;1;0.799;1;0.716;3;0.929;0;0;ARQGYP71187FB44566;Jimmy Wakely;Mineola, AR;0.394138539845893;0.291539727088778;;1942-1952 Jimmy Wakely;SOWTBJW12AC468AC6E;Broken-Down Merry-Go-Round;NA;0
TRAABYW128F4244559;8125cbddb7b46628dbd8af0dcfdd5611;0.206;207.656;22050;220.78649;-8.514;110.382;11;0.809;1;0.521;1;0.192;0;0;ARI3BMM1187FB4255E;Alice Stuart;Washington;0.489816268982041;0.328553015018019;;All The Good Times;SOBEBDG12A58A76D60;Kassie Jones;0;0
TRAACCG128F92E8A55;47d2c68a4eaf1c7ed8a1fffc9f9c186e;0;256.168;22050;269.58322;-8.05;111.874;2;0.596;1;0.666;4;1;0;0;AR5KOSW1187FB35FF4;Elena;Dubai UAE;0.67742046522623;0.378254685510167;;Un cafe_ setanta matins;SOZCTXZ12AB0182364;Setanta matins;0.313562114247934;0
TRAACER128F4290F96;8c987e191b479de914ece0ece1f8fb9e;0.061;204.696;22050;207.77751;-4.264;166.862;7;0.381;1;0.453;4;0;0;0;ARMAC4T1187FB3FA4C;The Dillinger Escape Plan;Morris Plains, NJ;0.839962768151037;0.541888972033647;;Miss Machine;SOBBUGU12A8C13E95D;Setting Fire to Sleeping Giants;0.666527846229702;2004
TRAACFV128F935E50B;aa483bfe099a6beffc240c997339d9e7;0;115.74;22050;124.86485;-12.332;137.522;10;0.697;1;0.541;4;0;0;0;AR47JEX1187B995D81;SUE THOMPSON;Nevada, MO;0.435415818155069;0.306242264246286;;Sue Thompson - Her Very Best;SOBLGCN12AB0183212;James (Hold The Ladder Steady);0.495293621292163;1985
TRAACHN128F1489601;34cf2dce6d6408286cfd65a31dc60194;0;225.097;22050;225.09669;-5.908;164.672;7;0.53;1;0.512;1;0;0;0;ARGIWFO1187B9B55B7;Five Bolt Main;;0.60906370003105;0.363651365059117;;Live;SOPSWQW12A6D4F8781;Made Like This (Live);0.375984301500442;0
TRAACIW12903CC0F6D;bbf8a75f1dbb47d62a9938b2c686a7c3;0;338.311;22050;338.31138;-6.486;125.006;6;0.687;0;0.486;4;1;0;0;ARNTLGG11E2835DDB9;Clp;;0.550513697848214;0.422705641029391;;Strictly Confidential;SOZQDIU12A58A7BCF6;Superconfidential;NA;0
TRAACLV128F427E123;ebebdcfecb78adaf47a1860e55d5c50d;1.083;175.467;22050;186.48771;-4.516;90.022;5;0.762;1;0.539;1;0.971;0;0;ARDNS031187B9924F0;Tim Wilson;Georgia;0.45979712883761;0.349912611674563;;The Real Twang Thang;SONYPOM12A8C13B2D7;I Think My Wife Is Running Around On Me (Taco Hell);NA;2005
TRAACNS128F14A2DF5;784d7f50a1179d0fad2e771d125fc749;0.2;161.89;22050;168.25424;-9.616;127.025;8;0.812;1;0.736;4;0.792;0;0;AROUOZZ1187B9ABE51;Willie Bobo;New York, NY [Spanish Harlem];0.588827100501806;0.379671124749867;;Willie Bobo's Finest Hour;SOBZBAZ12A6D4F8742;Spanish Grease;NA;1997
TRAACOW128F933E35F;07b11c250326d20b7c5c2538f56066b5;0.562;150.634;22050;156.39465;-18.051;95.957;8;0.569;1;0.495;3;0.689;0;0;ARH4Z031187B9A71F2;Faye Adams;Newark, NJ;0.396455253917296;0.299230367929369;;Shake A Hand;SOVYKGO12AB0187199;Crazy Mixed Up World;0;1961
TRAACPE128F421C1B9;1bcc5424889fa52e636b6ff801100c24;0.063;333.154;22050;342.56934;-11.939;110.189;6;0.381;1;0.538;3;0.353;0;0;ARB29H41187B98F0EF;Terry Callier;Chicago;0.706827671304458;0.416173064626677;;Occasional Rain;SOGNCJP12A58A80271;Do You Finally Need A Friend;0.41373983586011;1972
TRAACQT128F9331780;cb3a96380f2084aa94f38ca0d473d847;28.172;480.363;22050;484.62322;-15.335;138.007;4;0.283;0;0.363;4;0.893;0;0;AR1Y2PT1187FB5B9CE;John Wesley;Brandon;0.560557983903815;0.452789476752223;;The Emperor Falls;SOLLHMX12AB01846DC;The Emperor Falls;0.377531644976702;0
TRAACSL128F93462F4;519e4222be254d9848224a99cee7511a;0;156.177;22050;164.80608;-10.922;130.1;10;0.254;1;0.042;1;0;0;0;ARAJPHH1187FB5566A;The Shangri-Las;Queens, NY;0.640807101963673;0.418216518194937;;Best of The Shangri-Las;SOYTPEP12AB0180E7B;Twist and Shout;0.443291311905398;1964
TRAACTB12903CAAF15;8b99765c6ea21c447b787845282bd16b;0;130.009;22050;133.32853;-9.983;160.839;4;0.384;1;0.402;1;0;0;0;AR0RCMP1187FB3F427;Billie Jo Spears;Beaumont, TX;0.523714636970233;0.384611083961637;;20 Of Her Best;SOGXHEG12AB018653E;It Makes No Difference Now;0;1992
TRAACVS128E078BE39;bff34ce1d6c7b9f71ee7b5737e9ec741;0;164.908;22050;173.66159;-7.762;41.993;7;0.299;1;0.464;1;0;0;0;AREBBGV1187FB523D2;Mike Jones (Featuring CJ_ Mello & Lil' Bran);Houston, TX;0.793605080371242;0.42631795640769;;Who Is Mike Jones?;SOOLYAZ12A6701F4A6;Laws Patrolling (Album Version);NA;0
TRAACZK128F4243829;26b62d8f58664a9fce20a58c9c296fc9;0;307.688;22050;313.12934;-9.512;189.646;9;0.724;1;0.364;3;0.674;0;0;ARGUVEV1187B98BA17;Sierra Maestra;;0.501544777103937;0.392733675546688;;Tibiri Tabara;SOGOSOV12AF72A285E;¿Dónde va Chichi?;NA;1997
TRAADDS128F425C68B;206108fa28f21272fb5502be54119f78;0.467;426.104;22050;450.84689;-9.063;130.586;4;0.726;0;0.367;4;0.42;0;0;ARPQ4Z01187FB3A736;Butthole Surfers;San Antonio, TX;0.809323793001953;0.488019841685673;;Piouhgd + Widowermaker!;SOJXVAH12A8C139700;Barking Dogs (From "Piouhgd");0.593943075901947;0
TRAADED128F42741FD;97d776fe6da052dcdd7244901af7ec04;0.067;294.818;22050;303.09832;-8.879;128.292;8;0.532;0;0.516;4;0.83;0;0;ARNQAVF11F4C844C04;Despina Vandi;;0.632559542284651;0.411688959785779;;Profities;SOVXMTN12A8C135A18;OUTE ENA EFHARISTO;NA;0
TRAADEV128F9348C0A;3424e5e202aba39cb777a4d532abd2ff;0;121.423;22050;128.83546;-17.699;90.932;3;0;1;0.251;3;1;0;0;ARXUT4W1187FB48BEB;Javier Navarrete;;0.597541217972381;0.382651971139737;;Cracks;SORSECL12AB0182267;Midnight Swim;0.394394856100583;0
TRAADHS12903CE70A9;ee563dc9b78a4d9f39edc3431f014093;0.241;451.315;22050;456.30649;-19.478;89.667;1;0.611;1;0.546;4;0.747;0;0;ARDD1RC1187B9B52B4;Jacob Young;;0.495445921770235;0.294861261887382;;Pieces Of Time;SOOGFBZ12AC3DF7FF2;In A Subtle Way;0;0
TRAADIV12903CB15C1;2fb63b556f85dcfba3ed11b688ba953e;0;193.016;22050;198.73914;-7.469;115.061;7;0.673;1;0.579;4;0.731;0;0;ARLGWFM1187FB4AC9F;Scarlet's Remains;California - LA;0.527865076158682;0.393121933571007;;The Palest Grey;SOMSBGZ12AB018C4CB;Spin;0.450992311636255;2007
TRAADLH12903CA70EE;1471d168999432ec6360889940e3e0e1;0;87.806;22050;95.68608;-2.022;115.887;2;0.421;1;0.589;4;0.744;0;0;ARWYVP51187B98C516;The Suicide Machines;Detroit, MI;0.668674532861316;0.46753844401001;;A Match & Some Gasoline;SONYRZV12AB018AF70;Burning In The Aftermath;0.528782480942588;2003
TRAADLN128F14832E9;7bbefe182a5d8a70b5b72a64a14f6c1b;0.171;263.784;22050;271.49016;-10.358;139.333;9;0.301;0;0.392;1;0;0;0;ARFCUN31187B9AD578;The Rolling Stones;London, England;0.814829656133112;0.735765692950641;;Jump Back - The Best Of The Rolling Stones_ '71-'93;SONQBUB12A6D4F8ED0;Angie (1993 Digital Remaster);0.834492619890905;0
TRAADLR12903CF8D7E;b568d4f2a491bec936881d13e965c1dd;0.311;219.51;22050;226.66404;-12.716;117.271;0;0.863;1;0.671;4;0.453;0;0;AR6YDKV1187B989230;Roberto Torres;;0.482356042590911;0.350078578989473;;Lo Mejor con La Orq. Broadway;SOHGKJW12AC468A8BD;Sabor Guajiro;0;0
TRAADLX128F1469250;b477cf436c14e093b3fef949d18932c0;0.258;177.029;22050;190.48444;-15.663;102.428;3;0.544;1;0.596;4;0.496;0;0;ARV1JVD1187B9AD195;Loudon Wainwright III;Chapel Hill, NC;0.661080167603938;0.44276584202895;;Grown Man;SOINBCU12A6D4F94C0;Human Cannonball;0.510119314033035;1995
TRAADMH128F9343E59;ff6a3b61c73903e886d364ac05531d51;0.24;267.453;22050;277.78567;-6.944;89.984;2;0;1;0;4;0;0;0;AR7TTS41187B9B42D3;R.L. Burnside;Oxford, MS;0.701180873607551;0.466628888901685;;A Bothered Mind;SOTWVQT12A58A79650;Glory Be;0.482137585065015;2004
TRAADNA128F9331246;a77e2966eaa31170f28ece01fcee24b4;0.183;246.19;22050;248.78975;-7.805;116.721;1;0.754;1;0.597;4;0.522;0;0;ART3O5Z1187B9AB043;Stevie Ray Vaughan;Dallas, TX;0.733798940436227;0.544257505724526;;Greatest Hits;SOTSEJY12AB0180F56;Crossfire;NA;1992
TRAADOF12903CAA1C1;8bd7911d74bd9afce01290bad03d195d;0;187.617;22050;195.3171;-10.7;123.142;7;0.98;1;0.753;4;0.678;0;0;AR5U94U1187FB5CDCF;John Hammond;;0.590692917947162;0.452817837697114;;Bluesman;SOTSETT12AB01863B8;I Can't Be Satisfied;NA;2002
TRAADQX128F422B4CF;1bb9cb115bdcbad912cb3bea9facb2b8;0.734;168.699;22050;175.72526;-10.93;141.919;0;0.522;1;0.474;4;0.445;0;0;ARRJNTE1187FB44E12;Casiotone For The Painfully Alone;;0.665322161906018;0.394217198901004;;Etiquette;SOTUNMH12A6D4FA3E6;Nashville Parthenon;0.785892288388354;2006
TRAADRN128F932D607;7b3f44c5a55e1ad736d334901f18fe5e;1.042;213.496;22050;217.23383;-9.493;95.596;10;0.005;0;0.305;4;1;0;0;AR6IRG41187B9A4D98;Ec8or;Berlin, Germany;0.504075669930316;0.334577360119099;;Ec8or;SOEPPKB12AB018418B;Cocain Ducks;NA;1995
TRAADVH128EF34DE7A;432aa5b29f21533b447d37363bab6705;0.068;335.029;22050;344.05832;-9.253;154.953;11;0.425;1;0.486;1;0;0;0;ARS1OWB1187B99EEAD;The New York Dolls;New York, NY;0.717670524728552;0.479308459338227;;Too Much Too Soon;SOGKIWV12A6D4F86C4;Human Being;0.561692411178952;1974
TRAADYB128F92D7E73;61c1d3f9dc9caf347132097986f1618d;0.071;237.598;22050;251.42812;-12.009;86.091;7;0.391;1;0.319;5;0.551;0;0;ARGMXQW1187FB54C34;Eliane Elias;Sao Paulo, Brazil;0.669726187566145;0.427914246982955;;Bossa Nova Stories;SOPHYIS12AAF3B35A3;The More I See You;0.434838090260856;2009
TRAADYI128E078FB38;c9bd47047417a4003783ffde156efb6f;0.218;257.416;22050;269.7922;-11.043;90.218;7;0.715;1;0.614;4;1;0;0;AROEL1B1187B988B90;Lost Boyz;South Jamaica, Queens;0.569741152281897;0.412240600535607;;Love_ Peace & Nappiness;SOFHBAR12A6701D0FE;Certain Things We Do;0.405115721691386;1997
TRAAEAM128F934B199;94bd349c13024d5ac83064e4fed31fd7;0;206.053;22050;206.05342;-11.506;133.144;11;0.641;0;0.597;1;0;0;0;AR8W8DN1187FB35ED0;The Germs;Los Angeles, CA;0.640048357156545;0.404392640154771;;Germicide;SOCPRKM12AB018A2FD;Forming;NA;1977
TRAAEDJ12903CCE390;d513e317cb700731da236983b6c235a3;0;176.924;22050;190.04036;-14.179;205.317;2;0.105;1;0.433;4;0;0;0;ARUWLCL1187FB549B8;Yamandu Costa;;0.397772875787801;0.383475744906692;;Mafuá;SOFGHAM12AB0186412;Mafuá;NA;0
TRAAEEH128E0795DFE;db40ea1ed032ccf190419babe51ef333;0.549;230.342;22050;241.162;-8.531;180.149;9;0.222;1;0.403;4;0;0;0;AR3793X1187FB50CB3;Chris Rea;Middlesbrough, England;0.643182772912233;0.500691340913453;;The Road To Hell Part 2;SODHVES12A6701CE6B;Driving Home For Christmas;0.767727748373397;1986
TRAAELO128F9302DD1;71d2fb37641b20f96955402be7eab02f;0.99;109.627;22050;122.64444;-8.541;102.538;0;0.61;0;0.489;4;0.869;0;0;ARINEWW1187FB5577E;Perrey And Kingsley;;0.411421048261774;0.338414818483254;;Vanguard Visionaries;SOXIATP12AAF3B2184;Spooks In Space;0.434838090260856;1966
TRAAEMJ128F425A917;6ad09a99e119960fe234a19e890f8742;2.583;202.757;22050;207.0722;-6.629;84.164;0;0.442;1;0.371;4;0.853;0;0;ARDGB6U1187FB3AD07;Eurythmics;London, England;0.751007620036978;0.523699077765391;;Be Yourself Tonight;SOGNQWU12A8AE4868F;Tous Les Garçons Et Les Filles;0.382935090075019;1985
TRAAENC128F1451DE9;7f6863d6bb4c426234987f1528300b57;0;298.347;22050;300.79955;-13.33;124.175;7;0.666;1;0.658;4;0.698;0;0;AR2J2WF1187FB46271;Francis Dunnery;Egremont, Cumbria, England;0.548585130198109;0.383524247327727;;Hometown 2001;SOYQOFI12A6D4F76E1;Too Much Saturn;0.610474257771525;1995
TRAAENP128F147BF32;fbf497a6838e179be5b78f9aa3668638;0;228.466;22050;228.46649;-12.412;137.004;7;0.458;1;0.602;1;0;0;0;ARUI8651187B9ACF52;John Cale;Garnant, Wales;0.749317800961453;0.481655862412456;;Eat / Kiss: Music For The Films By Andy Warhol;SOVOLGY12A6D4F822B;Movement 4 [from Kiss] (Album Version);0.226555313955531;1997
TRAAEOU128F9309DE0;3be610cc9850e3967869b8124041c004;0.311;236.507;22050;239.59465;-21.552;106.33;7;0.527;1;0.613;4;0.526;0;0;AR89DTT1187B9A7ED5;Suzanne Ciani;California - SF;0.631946665998367;0.380704535824457;;The Ultimate Most Relaxing New Age Piano in the Universe;SOMZCVH12AB0182B8E;Stream;0.415983118288459;0
TRAAERU128F930674F;15884580537397d60dc2250fe163451f;0.338;219.574;22050;228.93669;-8.686;107.961;11;0.172;0;0.369;4;1;0;0;ARMD0G81187B99A519;Vickie Winans;;0.653937820970021;0.396855869325349;;Classic Gold: Best of All;SONXJBL12AAF3B2C0C;Make Me Over;NA;0
TRAAEUB12903CDD3EA;fc1ec28144da5e38fce0de2919f3eb48;2.171;165.616;22050;165.61587;-6.222;174.287;1;0.108;1;0.256;3;0.132;0;0;AR0VZWC1187B99BA57;The Berzerker;Melbourne, Australia;0.668370611551865;0.457553909836493;;The Berzerker;SOYWZTU12AB0180E26;Deform (live);0;2000
TRAAEWG128F930B3A4;2c5618de2a1419e40855a8454abcb6dc;0.328;180.344;22050;187.92444;-5.907;116.823;0;0.612;1;0.735;4;0.347;0;0;ARF2EHS1187B994F4E;Kings Of Leon;Nashville, Tennessee;0.845768866448544;0.788805935162014;;Holy Roller Novocaine;SOLGHDZ12AB0183B11;Wicker Chair;0.685940226697685;2003
TRAAEXM128F92D47C8;3a84b97779048f7b62ce944ce53ef755;0.299;261.956;22050;276.50567;-4.638;101.972;0;0.29;1;0.389;4;1;0;0;ARZKRD01187FB45FD2;Edith Lefel;;0.407455643852014;0.300046490366415;;Jeux de dames_ vol. 1 (réalisation Ronald Rubinel);SOTNTNJ12AAA15FBD6;An ti chans';0;0
TRAAFEB128F92F8694;8867e512578d062815a66312910c2a33;0;194.844;22050;200.25424;-5.884;127.97;11;0.056;0;0.283;4;0;0;0;ARK4H5K1187B992F74;Taras;;0.460171323666102;0.189314877752615;;I Will Love Again;SOXZXXV12AAF3B3A67;I Will Love Again (JJ's Club Radio);NA;0
TRAAFJW128F428A424;1a4d17798c506efdf4ed438cb65daa17;0.237;140.057;22050;144.50893;-7.787;152.622;4;0.093;0;0.423;4;0.358;0;0;AR06EB01187FB40150;NOFX;Berkeley, CA;0.778816716562571;0.554291489012816;;White Trash ......;SOPIKEG12A58291636;Stickin In My Eye;0.671236026984535;1992
TRAAFKJ12903D02552;b066757b050f37c292668914c93534a6;0;275.853;22050;285.17832;-8.488;110.787;7;0.379;1;0.401;3;1;0;0;ARKPDBH1242077DEB1;Murskahumppa;;0.435889847088304;0.268037839630745;;Murskapunkkia;SOIRNBO12AC468D207;Ota kiinni;NA;0
TRAAFMS128F933AB23;c3eb59209b7ab456d884f0ca9155a878;0.322;224.049;22050;246.69995;-9.603;112.903;7;0.161;1;0.205;4;1;0;0;ARBJSO81187B9BA09B;Soda Stereo;;0.71116578657769;0.466826992527187;;Canción Animal;SOSBDSF12AB0189007;Entre Caníbales;0.626165759668828;1990
TRAAFON128F42926FB;0f6aa26bd67c538a95d1f437b0e8891f;0.328;75.79;22050;84.03546;-26.266;115.642;7;0.469;1;0.591;4;0.44;0;0;ARRC2JF1187B9B6A93;Bruce Rowland;AUSTRALIA;0.443162397597708;0.300454459812308;;The Man from Snowy River;SOIJXXM12A8C1416D6;Rosemary Recalls;0;1985
TRAAFRU128F9339158;678ee0558c50b3605a878cb1149b8a6c;2.177;268.893;22050;273.52771;-6.305;125.013;1;0.652;1;0.694;4;1;0;0;ARNIFX51187FB418EA;Xcultures;;0.400433513458098;0.26627528554651;;One World One People;SOHMMMC12AB0181C42;Sudanese Dance;0.199238262000678;2000
TRAAFSM128F425A2C5;8521fb5bbe40900184c412d2915f046b;19.093;289.46;22050;298.84036;-9.998;113.277;5;0.596;1;0.567;4;0.872;0;0;ARCCRTI11F4C845308;White Heart;;0.477364752483535;0.337507289165937;;Tales Of Wonder;SOVJXVJ12A8C13517D;Where The Thunder Roars (Tales Of Wonder Album Version);0.26586104921065;0
TRAAFUJ128F933F42B;fa6b1b300e5bbac539c92aab9fa30bc7;0.165;161.384;22050;161.38404;-9.161;96.979;5;0.665;0;0.606;4;0.895;0;0;ARNVH8S1187FB52F86;Heavy D / McGruff;Jamaica, West Indies;0.61787011634435;0.363668110244624;;Waterbed Hev;SOFZCTA12AB0188D8F;Wanna Be A Player;0.237733941622475;1997
TRAAFYL128E07856A7;7dfecc8c2cb0171084e499f3f553c7cf;0;206.623;22050;209.29261;-4.865;140.995;8;0.455;1;0.48;1;0.41;0;0;ARNLO5S1187B9B80CC;Van Halen;Pasadena, CA;0.744641245932776;0.579988982428755;;The Best Of Both Worlds;SOLRYQR12A670215BF;Panama (Remastered Album Version);0.824482129682432;0
TRAAGCZ128F93210FD;5304dd382803b40a2eccc0b617afad82;0;213.664;22050;229.61587;-4.882;105.206;11;0.205;0;0.332;4;1;0;0;ARTDQRC1187FB4EFD4;Black Eyed Peas;Los Angeles, CA;0.845601886640232;1.00594196595474;;Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness;SOCHRXB12A8AE48069;Let's Get It Started;0.624425493270767;2004
TRAAGEC128E079252C;ce020c3664096562bec86adc6eddd862;0.286;399.9;22050;426.89261;-12.951;63.017;0;0.05;0;0.395;4;0.378;0;0;ARK9TRQ1187B99C095;Nine Inch Nails;Cleveland, OH;0.905776888666089;0.598458500982443;;Things Falling Apart;SOKBBXO12A6701DEA0;Metal;0.635536648622669;2000
TRAAGGE128F9325E2C;74a9e65a14d3678865e43582581c1360;3.889;262.798;22050;269.26975;-11.751;144.603;9;0.052;0;0.142;4;0;0;0;ARODBRG1187FB3FD99;Nick Cave & The Bad Seeds;;0.694021647907077;0.479407675575148;;Your Funeral... My Trial (2009 Digital Remaster);SOWHYUG12A58A77FAB;She Fell Away (2009 Digital Remaster);NA;0
TRAAGHM128EF35CF8E;9f747c90951499896939f600c7ff7c78;0.647;238.434;22050;249.41669;-6.693;167.92;2;0.883;1;0.728;4;0.75;0;0;ARMBYRO1187FB57419;Nadine Renee;;0.408389022375968;0.13924739387111;;Oasis of Love;SOYSTDI12A6D4F6500;Next Time;0.198785348765244;0
TRAAGJV128F1464090;67ca96689f499db63352c7cb15a82b44;0.229;130.026;22050;136.48934;-9.091;129.122;9;0.386;1;0.632;1;0;0;0;ARWY7I71187FB36C3D;Lesley Gore;New York, NY;0.606925358531719;0.389100776280181;;60's Triple set;SOOOROX12A6D4F8400;It's My Party;NA;1963
TRAAGKF128F932D5A2;35122600160118386f40e1c6008582b1;0.386;231.178;22050;233.27302;-2.658;132.022;0;0.53;1;0.501;4;0.782;0;0;AR6Y22S1187B99906F;Smartbomb;;0.562463783579607;0.322485105661197;;Yeah.  Well_ Anyway....;SONSPZE12AB01819CE;Complicate It;0;2001
