Centroid_x,Centroid_y,Song_Id,Title,loudness_x,loudness_y
-20.06434332425069,0.0,SOPPEBK12A8C13B9CE,Good Looking Girl Blues,-14.876,0.0
-20.06434332425069,0.0,SOAWMWQ12A8C13AF1D,Love Me,-21.835,0.0
-20.06434332425069,0.0,SOVCECZ12A6D4FA35E,Trong Com,-23.874,0.0
-20.06434332425069,0.0,SOERWEA12A6D4F4CB8,Going Home,-17.91,0.0
-20.06434332425069,0.0,SOJDTBL12AB0188BF6,A Brazilian in New York,-18.713,0.0
-20.06434332425069,0.0,SOSFVEI12A6D4F7C84,The Truth Forever,-15.926,0.0
-20.06434332425069,0.0,SODYMWS12A8C141577,Laughed At The Judge,-16.021,0.0
-20.06434332425069,0.0,SODTCPC12A6D4F812A,Auf Der Mundharmonika,-16.163,0.0
-20.06434332425069,0.0,SOFWXNQ12AC3DF5F8B,Judge Boushay Blues,-28.946,0.0
-20.06434332425069,0.0,SORPMDJ12AAF3B3F8E,People of cloud nine,-15.305,0.0
-20.06434332425069,0.0,SOQKGQF12AB0184865,El Corcovado (The Wood-Quail),-21.854,0.0
-20.06434332425069,0.0,SOEDGSG12AB0184A57,Reg mich nicht auf_ Johanna,-18.354,0.0
-20.06434332425069,0.0,SOOJHOT12A8C137024,Vortex,-23.519,0.0
-20.06434332425069,0.0,SOYBNLW12A6D4FC930,Have Thine Own Way Lord,-16.399,0.0
-20.06434332425069,0.0,SOIVSQZ12A6D4F68BF,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),-15.55,0.0
-20.06434332425069,0.0,SOTBVZW12A8C1360F0,Toccata Et Fugue En Ré Mineur BWV 565,-15.872,0.0
-20.06434332425069,0.0,SOOCFSM12AB018519F,Narrative #1,-20.026,0.0
-20.06434332425069,0.0,SOYWHAB12AB0181E73,Sicilienne,-28.2,0.0
-20.06434332425069,0.0,SOKVDQW12A6D4F8C62,The Girl From Ipanema (Garota De Ipanema),-17.307,0.0
-20.06434332425069,0.0,SOEKNBA12A6D4FD71E,No Consolation,-14.755,0.0
-20.06434332425069,0.0,SOGRUJA12AB01859FF,Scotch and Soda,-21.177,0.0
-20.06434332425069,0.0,SOVMXIC12A8C13CC28,After The Fire,-27.369,0.0
-20.06434332425069,0.0,SOULRCV12A8C137BEC,Juste Une Petite Fille,-15.406,0.0
-20.06434332425069,0.0,SOAKCYS12AB01852C7,Sedona Suite (Sunrise/Prayer/Joy/Sunset),-16.389,0.0
-20.06434332425069,0.0,SOLOYFG12A8C133391,Memphis,-15.015,0.0
-20.06434332425069,0.0,SOQJQUF12AB0184B38,Theme III,-16.468,0.0
-20.06434332425069,0.0,SOIHKKW12AB0186CB7,A Machine and a Memory Keeps You Alive,-15.644,0.0
-20.06434332425069,0.0,SOGMESY12A67020F25,This Lullaby,-19.368,0.0
-20.06434332425069,0.0,SOIKXDG12A8C13E7E1,Mentira,-16.765,0.0
-20.06434332425069,0.0,SOSFJWB12AB018906D,Smoke,-14.904,0.0
-20.06434332425069,0.0,SOCGNBW12A8C14117F,Disciplinarian,-17.532,0.0
-20.06434332425069,0.0,SOKIHWH12A8C13AA35,Le Temps Des Cerises,-19.736,0.0
-20.06434332425069,0.0,SOWRNMP12A8C13E4FD,What's True,-14.799,0.0
-20.06434332425069,0.0,SOHWJYQ12A8C13658B,S.O.S.,-15.893,0.0
-20.06434332425069,0.0,SOXKUGL12A8C142BB9,Bridget,-22.272,0.0
-20.06434332425069,0.0,SOCOQSE12A8C13D17B,No Love No Nothing,-17.186,0.0
-20.06434332425069,0.0,SOAUNDO12AB017BFF8,More Than Words,-22.645,0.0
-20.06434332425069,0.0,SOBBSEY12A67ADB9AA,La clé parfumée,-23.155,0.0
-20.06434332425069,0.0,SOSNZMS12A58A791D0,La Vuelta,-15.45,0.0
-20.06434332425069,0.0,SOJARRO12AC90756C5,Hippa To Da Hoppa [Explicit Version],-14.808,0.0
-20.06434332425069,0.0,SOXKNIV12A8C132248,Le Bal Du P'tit Jardin,-16.683,0.0
-20.06434332425069,0.0,SOLWWCO12A58A77015,A Little Tear,-17.518,0.0
-20.06434332425069,0.0,SOAGJGA12A6D4F980C,Love Is Gonna Bring Us Back Alive,-19.544,0.0
-20.06434332425069,0.0,SOCNGFJ12A6D4F6DFD,Crash And Burn [Home Demo],-14.957,0.0
-20.06434332425069,0.0,SOXVMXO12A8C13EAFA,Alone Together,-28.346,0.0
-20.06434332425069,0.0,SOMLFVN12A8C136135,Safe Passage,-16.934,0.0
-20.06434332425069,0.0,SOWWEWC12A6D4F8A87,Little Louie Bonus,-16.486,0.0
-20.06434332425069,0.0,SOBQSLF12A8C139785,Silent Night,-16.407,0.0
-20.06434332425069,0.0,SOTSDZS12A6D4F65D9,Search For Jenny,-16.45,0.0
-20.06434332425069,0.0,SOJKNYV12A8C133E9C,Devon,-19.64,0.0
-20.06434332425069,0.0,SOTYBQB12A8C139F0C,Taps,-25.678,0.0
-20.06434332425069,0.0,SOAVVDB12A8C136842,My Lady,-15.069,0.0
-20.06434332425069,0.0,SOAIQBP12AB01899F4,You've Never Been Right - (Live In Boston_ MA 2008),-14.682,0.0
-20.06434332425069,0.0,SONFVHA12A6D4F932F,Satin Doll,-19.933,0.0
-20.06434332425069,0.0,SOBRNCK12A8C13FB92,No Night In Zion - Original,-14.835,0.0
-20.06434332425069,0.0,SOEKMUY12AB018CB47,Porcelain Man,-32.637,0.0
-20.06434332425069,0.0,SOOCRIF12AB0181137,Knowledge Is King,-16.205,0.0
-20.06434332425069,0.0,SOGKRNG12AB01862A3,Bubulina,-14.886,0.0
-20.06434332425069,0.0,SOYASGU12A6D4F89BE,Under The Palms,-15.006,0.0
-20.06434332425069,0.0,SOGBUZX12AB0188569,Moving Up,-17.746,0.0
-20.06434332425069,0.0,SOVCOGQ12A58A7D0DE,Give Your Heart a Home,-15.636,0.0
-20.06434332425069,0.0,SORUIOA12A8C13F7CE,Stand By Me (Freedom Band Album Version),-18.34,0.0
-20.06434332425069,0.0,SONFGZA12AB018643D,Evil Ways,-23.893,0.0
-20.06434332425069,0.0,SOBYHEB12AB01877E6,Wigue,-15.912,0.0
-20.06434332425069,0.0,SORLYZU12AB017CE89,Arrivederci Roma,-17.962,0.0
-20.06434332425069,0.0,SOFUNMA12AB018636A,Religion,-16.007,0.0
-20.06434332425069,0.0,SOMOHHA12A81356D12,Contessa Entellina,-25.395,0.0
-20.06434332425069,0.0,SOALDWR12A6D4FAEA3,Personal Tragedy,-19.995,0.0
-20.06434332425069,0.0,SOZGUKP12AB018A2E2,Intro,-16.673,0.0
-20.06434332425069,0.0,SOHMHLN12AC90977FE,If I Had My Way I'd Tear This Building Down,-16.111,0.0
-20.06434332425069,0.0,SOFCKRY12AAF3B2FAF,Rainin' In My Heart,-14.977,0.0
-20.06434332425069,0.0,SOIOVSS12AAF3B38A6,Existing Alone,-17.549,0.0
-20.06434332425069,0.0,SOVAIXW12AB0184398,That's The Kind Of Baby For Me,-24.705,0.0
-20.06434332425069,0.0,SOPHRUQ12A6D4FAE96,The Lull Before The Storm,-16.333,0.0
-20.06434332425069,0.0,SOKSASF12A58A7A08B,Skylark,-17.462,0.0
-20.06434332425069,0.0,SOADCCE12A6D4FA324,UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix,-18.516,0.0
-20.06434332425069,0.0,SOUFQJU12A58A80EAC,j Uh!,-19.775,0.0
-20.06434332425069,0.0,SOIKWWB12AAF3B45D0,Revelations,-28.231,0.0
-20.06434332425069,0.0,SOIAMCP12AAF3B2F72,The White Spirit,-16.062,0.0
-20.06434332425069,0.0,SOCOQRG12A8C13C62C,Time Zone (Album Version),-16.137,0.0
-20.06434332425069,0.0,SOYGOKZ12A58A7C65D,Procession,-17.629,0.0
-20.06434332425069,0.0,SOXCCHE12AAFF43D5D,Multiplayer,-16.156,0.0
-20.06434332425069,0.0,SOBKMDD12A58A7F476,Interlude: Livin'...In Complete Darkness,-19.99,0.0
-20.06434332425069,0.0,SOLYLZD12A6D4FB2F5,Nightly Cares,-15.775,0.0
-20.06434332425069,0.0,SOWYEWY12A67020333,Whosoever Will (LP Version),-14.668,0.0
-20.06434332425069,0.0,SOQMZCQ12A8C1335F0,Anybody Seen My Girl,-15.608,0.0
-20.06434332425069,0.0,SOZEMUM12A6D4F9672,Juste Une Fois,-15.615,0.0
-20.06434332425069,0.0,SOZNYHL12A58A7F979,Prelude In C Minor From The Well Tempered-Clavier,-23.966,0.0
-20.06434332425069,0.0,SOJCYES12A6D4F78AE,Love Can Run Faster,-17.664,0.0
-20.06434332425069,0.0,SOJUGKQ12A8C13A83A,Dinner Party Pool Music,-23.476,0.0
-20.06434332425069,0.0,SOFFFRA12A81C2059A,Voices,-28.506,0.0
-20.06434332425069,0.0,SOFBLKT12AB018A5E3,Wonderful Peace,-22.504,0.0
-20.06434332425069,0.0,SOHLATT12AC3DF4D4B,Ladies And Gentlemen,-22.71,0.0
-20.06434332425069,0.0,SOEAYQZ12AB0186BB1,You'll Never Know,-14.794,0.0
-20.06434332425069,0.0,SOYGZXS12A8C13D614,Radiance I,-17.88,0.0
-20.06434332425069,0.0,SOIVCUR12AB018E3A2,Zurezko Olerkia,-25.431,0.0
-20.06434332425069,0.0,SOTENDL12A8C134BD1,Spoken Words by Bishop Joseph Garlington,-25.26,0.0
-20.06434332425069,0.0,SOFKWBH12A6D4F584E,Ouachita Run (Album Version),-18.909,0.0
-20.06434332425069,0.0,SOAKZHG12A8AE47669,I Love You (LP Version),-14.677,0.0
-20.06434332425069,0.0,SOSNIRJ12A6D4FA0BD,Nothing's The Same,-20.496,0.0
-20.06434332425069,0.0,SODYLAQ12AB0181CDC,Outro,-20.856,0.0
-20.06434332425069,0.0,SOZOIKO12A8C133726,Still Lost in the Forest,-19.597,0.0
-20.06434332425069,0.0,SOYCYFG12A81C22BA1,Unfinished Self-Portrait,-27.016,0.0
-20.06434332425069,0.0,SOWSEKT12AB0187166,I Need To Talk To Hank Hank,-24.25,0.0
-20.06434332425069,0.0,SOGXKOP12A58A7FA1C,For Your Passion My Love,-15.226,0.0
-20.06434332425069,0.0,SOOIETN12A8C13E1AD,Lentävä kalakukko,-15.202,0.0
-20.06434332425069,0.0,SORJNBB12A8C14156E,Willie And The Pig,-17.604,0.0
-20.06434332425069,0.0,SOOJNDD12A6D4F99E5,Hold On Baby,-32.742,0.0
-20.06434332425069,0.0,SOKTNOK12A8C1340BA,Gnosis,-23.03,0.0
-20.06434332425069,0.0,SOEYVKP12AB017B847,Canyon People (World),-32.339,0.0
-20.06434332425069,0.0,SOGHWUG12A6D4FB3D3,Sally Ann,-15.402,0.0
-20.06434332425069,0.0,SOKZLSY12A8C1320E1,Camelot,-15.545,0.0
-20.06434332425069,0.0,SOFNXUH12A8C13F06B,Não Adianta,-15.145,0.0
-20.06434332425069,0.0,SOATRKY12AB017FBC7,No Answer (Outro),-16.794,0.0
-20.06434332425069,0.0,SOFQHNI12AB018345A,Ver de Feliz,-17.729,0.0
-20.06434332425069,0.0,SOCLDAW12A8C144BEC,Santeleco,-15.263,0.0
-20.06434332425069,0.0,SOGPNMB12A8C141375,Photographs,-37.456,0.0
-20.06434332425069,0.0,SOKHSHK12AB017BBDC,Intro,-23.367,0.0
-20.06434332425069,0.0,SONQTZF12AB0181781,Superbird,-17.289,0.0
-20.06434332425069,0.0,SOAIPGL12AB01837A3,Rewind,-14.927,0.0
-20.06434332425069,0.0,SOJIWWF12AB018404F,(Coming With) Loving on My Mind,-17.154,0.0
-20.06434332425069,0.0,SOUVGPX12A8C13CE77,Dodo's Bounce,-18.826,0.0
-20.06434332425069,0.0,SOHIEPQ12A58A770F6,Killer Barracuda,-17.312,0.0
-20.06434332425069,0.0,SOGDWHE12A6D4F794A,The Suit,-23.949,0.0
-20.06434332425069,0.0,SODQAHH12AB017DB34,Le Chagrin de Coco,-21.011,0.0
-20.06434332425069,0.0,SOIEKLM12AB01896EC,Heaven Stood Still,-20.055,0.0
-20.06434332425069,0.0,SOSWEJS12A8C138994,With Tears In My Eyes,-15.019,0.0
-20.06434332425069,0.0,SONQKDG12A8C130D96,Isabel,-16.764,0.0
-20.06434332425069,0.0,SOPWGTF12A58A7D658,Dr. Bernice,-19.164,0.0
-20.06434332425069,0.0,SOKHHXO12A8C13D2DF,And This Too Shall Pass,-17.68,0.0
-20.06434332425069,0.0,SORXYBE12A6310E27A,Screen Kiss,-17.428,0.0
-20.06434332425069,0.0,SOVJSWO12A8C13426D,Autores Anonimos,-19.65,0.0
-20.06434332425069,0.0,SOQMDHI12A6D4F98DC,Festival Of Love,-15.631,0.0
-20.06434332425069,0.0,SOVRBKR12A8C133AF2,Please Come Home For Christmas**,-23.94,0.0
-20.06434332425069,0.0,SOJCZUF12AB018A68B,Me Recuso,-17.225,0.0
-20.06434332425069,0.0,SOPGXXV12AB0183709,Bullet Proof ... I Wish I Was (Acoustic),-18.146,0.0
-20.06434332425069,0.0,SORWVBQ12A8C1410D7,Three Times Seven,-16.522,0.0
-20.06434332425069,0.0,SOPQQMH12A81C2177E,Latinas,-20.831,0.0
-20.06434332425069,0.0,SOILAJR12AC3DFB3BA,Dangerous Dance,-16.454,0.0
-20.06434332425069,0.0,SORBWQW12A8C130C25,I Am Your Mother Too,-16.239,0.0
-20.06434332425069,0.0,SOBVERW12AAF3B56C0,Silent Night_ Holy Night! (Album Version),-16.402,0.0
-20.06434332425069,0.0,SONCRFH12A8AE495EF,The Passion (Regular),-26.236,0.0
-20.06434332425069,0.0,SOHBPQS12A58A7A631,Eu E Meu Coracao,-22.083,0.0
-20.06434332425069,0.0,SOQVFVG12AAF3B3FA5,Where Is The Love?,-14.856,0.0
-20.06434332425069,0.0,SOWNYEK12A6701F046,Side Street,-21.361,0.0
-20.06434332425069,0.0,SODBXDN12AB018194E,Endless Flight,-21.463,0.0
-20.06434332425069,0.0,SOGXGUK12A6D4FC1B4,A Man Can Only Stand Just So Much Pain (Bonus Track),-16.834,0.0
-20.06434332425069,0.0,SOQXSVW12A58A7A419,Nigun,-20.327,0.0
-20.06434332425069,0.0,SOKSFXW12A8AE48407,I Hope The Weather Stays Fine (Remix),-14.744,0.0
-20.06434332425069,0.0,SOUAUZJ12A8C137CDA,Stood Up,-19.115,0.0
-20.06434332425069,0.0,SOUFLZS12AAF3B21DE,Building,-15.609,0.0
-20.06434332425069,0.0,SOORKEP12A6D4FBB59,The Urge To Merge,-14.726,0.0
-20.06434332425069,0.0,SOUSXRA12A8AE490AC,Sorrow's Call,-27.845,0.0
-20.06434332425069,0.0,SOEEAEI12A8C1465B4,Tender Lies,-15.998,0.0
-20.06434332425069,0.0,SOSAOKB12A8C14605C,Adventure No. 8,-18.254,0.0
-20.06434332425069,0.0,SOSXSIN12AB0180963,Canon In D,-17.604,0.0
-20.06434332425069,0.0,SOAHAZZ12AAF3B464A,Lord of Shadows and Golden Wood,-18.65,0.0
-20.06434332425069,0.0,SOJWXCI12AB018E430,All Of You,-16.849,0.0
-20.06434332425069,0.0,SOKJRSY12A58A7AA78,Gwithian,-15.199,0.0
-20.06434332425069,0.0,SOLRLAT12AB0183EE0,East Wind Drum Call,-18.5,0.0
-20.06434332425069,0.0,SOQSUHJ12A6D4F7637,Rhymin' Spielin',-15.855,0.0
-20.06434332425069,0.0,SOFCDUZ12AB01861C6,Yesterdays,-25.924,0.0
-20.06434332425069,0.0,SOJBLIX12A8C1373C7,Desperate Man Blues,-24.308,0.0
-20.06434332425069,0.0,SOBTTGX12AB017EEE8,Ride To Atlantis,-16.43,0.0
-20.06434332425069,0.0,SOMYRRN12A3F1EA18C,Chiaroscuro,-18.464,0.0
-20.06434332425069,0.0,SOBUSAT12AAF3B3A7A,Everyday I Have The Blues,-17.332,0.0
-20.06434332425069,0.0,SOXGZAI12A6D4F4199,Tomorrow,-16.685,0.0
-20.06434332425069,0.0,SOAXYAX12A6D4FE44D,Blood Children (an Introduction) (Album Version),-20.639,0.0
-20.06434332425069,0.0,SOYYSKP12A67021A9E,Natural High (Interlude),-15.339,0.0
-20.06434332425069,0.0,SOQJYCE12A6D4F4844,Other Side Of Antarctica,-18.335,0.0
-20.06434332425069,0.0,SOCGXWX12A6D4F98AA,Message To A Friend,-23.149,0.0
-20.06434332425069,0.0,SOBHMPJ12AB01899FE,Vera Begs Dylan,-17.363,0.0
-20.06434332425069,0.0,SOBIETA12A8C1414AB,Laziest Gal In Town,-15.2,0.0
-20.06434332425069,0.0,SONYTWI12A8135773F,part 2 - Winterlight,-25.106,0.0
-20.06434332425069,0.0,SORMJDF12A8C13C321,The Marquis and the Scaffold (From "Quills"),-23.333,0.0
-20.06434332425069,0.0,SOILGAJ12A6D4F79D8,We Got You (Featuring Jaguar),-17.317,0.0
-20.06434332425069,0.0,SOYITPH12A58A7CA96,History Of Jody,-17.135,0.0
-20.06434332425069,0.0,SOSBSFC12AC960A17A,Handel: Alcina: Tornami a vagheggiar,-16.553,0.0
-20.06434332425069,0.0,SOXNMJY12A81357342,Santa Claus Is Coming To Town,-16.87,0.0
-20.06434332425069,0.0,SOEMXXF12A6D4F932C,Waterfall (Spirit Of The Rainforest Album Version),-18.327,0.0
-20.06434332425069,0.0,SOZZQBH12A6D4FAFD8,Thank You Mr. Poobah ( Remastered 97' Version ),-15.693,0.0
-20.06434332425069,0.0,SOROJLB12A81C2178B,Tomara (I Wish),-19.173,0.0
-20.06434332425069,0.0,SOGSJVU12A6D4F8735,All The Things You Are,-28.25,0.0
-20.06434332425069,0.0,SOQIRNJ12AB0187772,Carrie's Theme,-29.999,0.0
-20.06434332425069,0.0,SOWHYDW12AB0186487,Release Me,-20.691,0.0
-20.06434332425069,0.0,SOMKFVQ12A58A75F9A,How Old Are You,-16.117,0.0
-20.06434332425069,0.0,SOYYIRG12A8C13656A,Indian Queen,-21.488,0.0
-20.06434332425069,0.0,SOSPUHC12A58A7C54E,Casava Piece Riddim,-14.941,0.0
-20.06434332425069,0.0,SOIDGDW12AB01803DA,Oh The Joy That Came To Me,-21.669,0.0
-20.06434332425069,0.0,SOLNEKT12AB0187086,Oh What A Feeling,-15.036,0.0
-20.06434332425069,0.0,SOZKFHV12A6D4F996F,I'm Not Moving,-15.433,0.0
-20.06434332425069,0.0,SONSKRD12A6D4F9439,La Rue Du Babouin,-16.904,0.0
-20.06434332425069,0.0,SOGOZYQ12AB0182359,Let's Call Him "Andre,-26.458,0.0
-20.06434332425069,0.0,SOAHNZK12A6D4F79A9,Yesterdays,-33.045,0.0
-20.06434332425069,0.0,SOUZAFY12A8C136709,Sleuthing,-22.435,0.0
-20.06434332425069,0.0,SODENZR12AAF3B13B9,Blood Round Dance Song (World),-25.651,0.0
-20.06434332425069,0.0,SOMVPGP12AB01881FF,Life Force,-19.293,0.0
-20.06434332425069,0.0,SOICWAN12A81C21789,Above The Rainbow,-16.444,0.0
-20.06434332425069,0.0,SOQKFHB12AB0186B13,Cavalleria Rusticana,-21.82,0.0
-20.06434332425069,0.0,SOYMPCI12A8C13FE66,Estate,-22.737,0.0
-20.06434332425069,0.0,SOAKODQ12A58A7B461,Moss Garden (1999 Digital Remaster),-16.599,0.0
-20.06434332425069,0.0,SOOOINL12A8C14434E,Terry's Theme from Limelight,-17.089,0.0
-20.06434332425069,0.0,SOIVTZO12A8C13AF27,Careless Talk,-15.152,0.0
-20.06434332425069,0.0,SOOJMEN12AB017B79F,See My Friends,-15.646,0.0
-20.06434332425069,0.0,SODMAWK12AB0188985,I'll Take A Melody,-16.582,0.0
-20.06434332425069,0.0,SOHFRAI12AB0183D3D,First Kiss,-19.834,0.0
-20.06434332425069,0.0,SOKPXQU12AB0187ED6,Hidden Documents,-30.18,0.0
-20.06434332425069,0.0,SOXXMWC12A67AD7296,Is It Love,-17.763,0.0
-20.06434332425069,0.0,SOITFJA12AB01824A9,Silent Partner (Peace Out),-18.604,0.0
-20.06434332425069,0.0,SOAESFB12A8C13573F,Time Travel,-16.683,0.0
-20.06434332425069,0.0,SONBAWZ12A8C135A8B,The Christmas Song (Chestnuts Roasting On An Open Fire),-21.392,0.0
-20.06434332425069,0.0,SOWIBYR12AB017EB19,Voyagers - Improvisation 12,-26.675,0.0
-20.06434332425069,0.0,SODLTPJ12A67ADB230,El Greco: Movement III,-20.42,0.0
-20.06434332425069,0.0,SOMIWET12A8C13EDBD,We Played A Game,-18.299,0.0
-20.06434332425069,0.0,SOACUIU12A6D4F715B,Going Under,-16.619,0.0
-20.06434332425069,0.0,SOEFJXQ12A670200C8,Carol of the Bells (Album Version),-17.041,0.0
-20.06434332425069,0.0,SOJCRCO12A6D4F89BA,Intro,-23.129,0.0
-20.06434332425069,0.0,SOHGUVY12A6D4FD2D5,Cable,-16.595,0.0
-20.06434332425069,0.0,SOBJVKE12A8AE44914,Q1.1 Edit,-23.563,0.0
-20.06434332425069,0.0,SOVQFUY12AB018A77D,Morghe Eshgh,-17.661,0.0
-20.06434332425069,0.0,SOXDBMM12A6D4F9C58,Arise_ My Love (Song Of Solomon),-21.716,0.0
-20.06434332425069,0.0,SOFJQSW12A58A7DD3B,Oh No,-24.905,0.0
-20.06434332425069,0.0,SORVNPU12A8C134C36,Junior Crehan's Favourite - Corney Is Coming,-14.873,0.0
-20.06434332425069,0.0,SOFKPLB12AC95F0493,The Croppy Boy,-21.999,0.0
-20.06434332425069,0.0,SOZVZWP12A58A7BAD1,Show Me (Acoustic Version),-15.808,0.0
-20.06434332425069,0.0,SOOBFRV12AB0184739,Kathleen's Song / Ray Lynch,-21.45,0.0
-20.06434332425069,0.0,SOKGPRX12A8C138268,The Stranger,-30.387,0.0
-20.06434332425069,0.0,SOAQCNA12AB01848DD,Denise,-17.276,0.0
-20.06434332425069,0.0,SOKELFE12A6D4F7911,Raining Revolution (Live) (Unplugged),-16.963,0.0
-20.06434332425069,0.0,SOBMYJF12A8C141AD2,Don't Let Me Come Home A Stranger (LP Version),-15.001,0.0
-20.06434332425069,0.0,SOWAAYI12A6701C186,I Really Don't Want To Know (1990 Digital Remaster),-17.075,0.0
-20.06434332425069,0.0,SOQHAXR12A8C142BC7,The Letters,-25.752,0.0
-20.06434332425069,0.0,SOXHKRT12A6D4F89C8,American Dreams,-24.22,0.0
-20.06434332425069,0.0,SOJLDSP12A8C1350D8,O Menino Desce O Morro,-16.862,0.0
-20.06434332425069,0.0,SOOFIJM12A8C1359D1,We Started Together,-16.945,0.0
-20.06434332425069,0.0,SOLDRGH12A8C131F5D,Second Time Around,-25.342,0.0
-20.06434332425069,0.0,SOLSWKN12AB018510E,Running Through My Dreams,-17.253,0.0
-20.06434332425069,0.0,SOFJCSH12A81C20934,Se un mio desir...Cedi al duo!,-25.349,0.0
-20.06434332425069,0.0,SOSULYS12A8151CC9D,My Lady From South Of Detroit (LP Version),-15.135,0.0
-20.06434332425069,0.0,SOENCQG12A8C13599B,Not Meant To Be Found,-14.931,0.0
-20.06434332425069,0.0,SOKETSC12AB017B56C,(I Wanna) Play A Little While,-15.622,0.0
-20.06434332425069,0.0,SOABVWD12A58A7C3FF,Adios_ Mi Corazon,-14.962,0.0
-20.06434332425069,0.0,SONFUJU12A8C136ED9,Profecias,-18.342,0.0
-20.06434332425069,0.0,SOPZQHN12A6D4F84CA,Introduction (Album Version),-14.866,0.0
-20.06434332425069,0.0,SOYUIMG12A8C135784,River Run,-16.685,0.0
-20.06434332425069,0.0,SOECXXF12AB0180834,Moonlight Boy,-22.34,0.0
-20.06434332425069,0.0,SORBTDC12A6D4F4F6B,Palm Springs Jump,-18.095,0.0
-20.06434332425069,0.0,SOKKPPQ12AB018681D,First Kiss,-25.266,0.0
-20.06434332425069,0.0,SOVDSBD12A8C13DF47,Dead Hackers,-20.823,0.0
-20.06434332425069,0.0,SOVBJGB12AB01802A5,The Rainbow Bridge,-15.506,0.0
-20.06434332425069,0.0,SONXFRI12AB018726F,What Should Be Done,-16.118,0.0
-20.06434332425069,0.0,SOAWKUR12A8C1402E1,Retrato Em Branco E Preto,-17.528,0.0
-20.06434332425069,0.0,SONFHNY12A8C134D9A,From The Pain,-22.646,0.0
-20.06434332425069,0.0,SOLZHTJ12A8C1370B8,Temple Bells,-23.109,0.0
-20.06434332425069,0.0,SOFRYEV12A8C139B76,Here's to the Lonely,-18.619,0.0
-20.06434332425069,0.0,SOUPAIZ12A6D4FAFD1,Lovin' Cup ( Remastered '97 Version ),-16.314,0.0
-20.06434332425069,0.0,SOAZGWL12A6D4F7AC2,Yesterday,-15.783,0.0
-20.06434332425069,0.0,SOVURQM12A58A7EA86,The Snows,-15.567,0.0
-20.06434332425069,0.0,SOQXNZU12AB0186032,Marta (Rambling Rose Of The Woods),-14.883,0.0
-20.06434332425069,0.0,SOUAFIJ12A58A7CC67,Loveless,-15.799,0.0
-20.06434332425069,0.0,SOUGLCH12A8C140306,Beneath an Evening Sky,-19.744,0.0
